"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR906946_G1_23F_1999","ERR906947_G3_19A_2007","ERR906949_G5_NT_2010","ERR906950_G5_19A_2010","ERR906951_G5_23B_2010","ERR906952_G5_15A_2010","ERR906953_G5_19A_2010","ERR906954_G5_7C_2010"
"hsdS_2","","Type-1 restriction enzyme EcoKI specificity protein","8","8","1","11","2976","","","","299","1568","1059","SPN_00911","c42d22b1a89013949a40735112065cff_527","1651352c2107c8e99d1e2755be326f79_411","60840bfe9c73a8f6158b7bc25c0cbd81_20","a0f7cc78741c7df6a041aa1969fd6ff0_385","c456f1c0372d74d556a5dc3af636a419_1932","731f4f343d163482ebf56e977393a970_542","ca0cc224996876d0826ad521ee7078ca_2049"
"lytA_2","","Autolysin","8","8","1","11","3109","","","","461","1025","923","SPN_01019","c42d22b1a89013949a40735112065cff_1402","1651352c2107c8e99d1e2755be326f79_29","60840bfe9c73a8f6158b7bc25c0cbd81_128","a0f7cc78741c7df6a041aa1969fd6ff0_277","c456f1c0372d74d556a5dc3af636a419_1102","731f4f343d163482ebf56e977393a970_647","ca0cc224996876d0826ad521ee7078ca_76"
"group_213","","hypothetical protein","8","8","1","11","328","","","","110","473","249","SPN_01406","c42d22b1a89013949a40735112065cff_425","1651352c2107c8e99d1e2755be326f79_1200","60840bfe9c73a8f6158b7bc25c0cbd81_743","a0f7cc78741c7df6a041aa1969fd6ff0_1346","c456f1c0372d74d556a5dc3af636a419_1008","731f4f343d163482ebf56e977393a970_1108","ca0cc224996876d0826ad521ee7078ca_1000"
"lytA_4","","Autolysin","8","8","1","11","3275","","","","248","956","867","SPN_01762","c42d22b1a89013949a40735112065cff_1116","1651352c2107c8e99d1e2755be326f79_1694","60840bfe9c73a8f6158b7bc25c0cbd81_972","a0f7cc78741c7df6a041aa1969fd6ff0_1416","c456f1c0372d74d556a5dc3af636a419_1898","731f4f343d163482ebf56e977393a970_1671","ca0cc224996876d0826ad521ee7078ca_1265"
"group_230","","hypothetical protein","8","8","1","11","1620","","","","560","815","683","SPN_00010","c42d22b1a89013949a40735112065cff_320","1651352c2107c8e99d1e2755be326f79_1231","60840bfe9c73a8f6158b7bc25c0cbd81_1524","a0f7cc78741c7df6a041aa1969fd6ff0_1470","c456f1c0372d74d556a5dc3af636a419_423","731f4f343d163482ebf56e977393a970_844","ca0cc224996876d0826ad521ee7078ca_2009"
"mtaD","","5-methylthioadenosine/S-adenosylhomocysteine deaminase","8","8","1","11","2608","","","","1259","1691","1485","SPN_00564","c42d22b1a89013949a40735112065cff_737","1651352c2107c8e99d1e2755be326f79_633","60840bfe9c73a8f6158b7bc25c0cbd81_846","a0f7cc78741c7df6a041aa1969fd6ff0_694","c456f1c0372d74d556a5dc3af636a419_1300","731f4f343d163482ebf56e977393a970_997","ca0cc224996876d0826ad521ee7078ca_1159"
"yheS","","putative ABC transporter ATP-binding protein YheS","8","8","1","11","2680","","","","1202","1559","1510","SPN_00592","c42d22b1a89013949a40735112065cff_760","1651352c2107c8e99d1e2755be326f79_2064","60840bfe9c73a8f6158b7bc25c0cbd81_871","a0f7cc78741c7df6a041aa1969fd6ff0_722","c456f1c0372d74d556a5dc3af636a419_607","731f4f343d163482ebf56e977393a970_1376","ca0cc224996876d0826ad521ee7078ca_1130"
"leuB","","3-isopropylmalate dehydrogenase","8","8","1","11","2705","","","","767","1037","1003","SPN_00615","c42d22b1a89013949a40735112065cff_1756","1651352c2107c8e99d1e2755be326f79_1783","60840bfe9c73a8f6158b7bc25c0cbd81_894","a0f7cc78741c7df6a041aa1969fd6ff0_745","c456f1c0372d74d556a5dc3af636a419_584","731f4f343d163482ebf56e977393a970_1352","ca0cc224996876d0826ad521ee7078ca_1558"
"queT","","Queuosine precursor transporter QueT","8","8","1","11","535","","","","509","509","509","SPN_01869","c42d22b1a89013949a40735112065cff_883","1651352c2107c8e99d1e2755be326f79_1128","60840bfe9c73a8f6158b7bc25c0cbd81_1716","a0f7cc78741c7df6a041aa1969fd6ff0_1794","c456f1c0372d74d556a5dc3af636a419_1685","731f4f343d163482ebf56e977393a970_1962","ca0cc224996876d0826ad521ee7078ca_1723"
"pstB3_2","","Phosphate import ATP-binding protein PstB 3","8","8","1","11","2447","","","","803","803","803","SPN_00523","c42d22b1a89013949a40735112065cff_698","1651352c2107c8e99d1e2755be326f79_594","60840bfe9c73a8f6158b7bc25c0cbd81_806","a0f7cc78741c7df6a041aa1969fd6ff0_653","c456f1c0372d74d556a5dc3af636a419_1260","731f4f343d163482ebf56e977393a970_958","ca0cc224996876d0826ad521ee7078ca_1199"
"niaX","","Niacin transporter NiaX","8","8","1","11","2733","","","","527","527","527","SPN_00637","c42d22b1a89013949a40735112065cff_1733","1651352c2107c8e99d1e2755be326f79_1038","60840bfe9c73a8f6158b7bc25c0cbd81_917","a0f7cc78741c7df6a041aa1969fd6ff0_768","c456f1c0372d74d556a5dc3af636a419_561","731f4f343d163482ebf56e977393a970_1329","ca0cc224996876d0826ad521ee7078ca_1581"
"group_2490","","hypothetical protein","8","8","1","11","429","","","","176","176","176","SPN_02084","c42d22b1a89013949a40735112065cff_1699","1651352c2107c8e99d1e2755be326f79_1798","60840bfe9c73a8f6158b7bc25c0cbd81_2045","a0f7cc78741c7df6a041aa1969fd6ff0_2096","c456f1c0372d74d556a5dc3af636a419_2141","731f4f343d163482ebf56e977393a970_2057","ca0cc224996876d0826ad521ee7078ca_2043"
"group_2491","","hypothetical protein","8","8","1","11","89","","","","266","266","266","SPN_01165","c42d22b1a89013949a40735112065cff_138","1651352c2107c8e99d1e2755be326f79_940","60840bfe9c73a8f6158b7bc25c0cbd81_249","a0f7cc78741c7df6a041aa1969fd6ff0_134","c456f1c0372d74d556a5dc3af636a419_1435","731f4f343d163482ebf56e977393a970_660","ca0cc224996876d0826ad521ee7078ca_194"
"group_2492","","hypothetical protein","8","8","1","11","2911","","","","794","794","794","SPN_00877","c42d22b1a89013949a40735112065cff_556","1651352c2107c8e99d1e2755be326f79_378","60840bfe9c73a8f6158b7bc25c0cbd81_1849","a0f7cc78741c7df6a041aa1969fd6ff0_418","c456f1c0372d74d556a5dc3af636a419_487","731f4f343d163482ebf56e977393a970_509","ca0cc224996876d0826ad521ee7078ca_1789"
"rpoA","","DNA-directed RNA polymerase subunit alpha","8","8","1","11","91","","","","935","935","935","SPN_01167","c42d22b1a89013949a40735112065cff_140","1651352c2107c8e99d1e2755be326f79_942","60840bfe9c73a8f6158b7bc25c0cbd81_251","a0f7cc78741c7df6a041aa1969fd6ff0_132","c456f1c0372d74d556a5dc3af636a419_1437","731f4f343d163482ebf56e977393a970_662","ca0cc224996876d0826ad521ee7078ca_196"
"rpmH","","50S ribosomal protein L34","8","8","1","11","3324","","","","134","134","134","SPN_01715","c42d22b1a89013949a40735112065cff_1171","1651352c2107c8e99d1e2755be326f79_1651","60840bfe9c73a8f6158b7bc25c0cbd81_1045","a0f7cc78741c7df6a041aa1969fd6ff0_1369","c456f1c0372d74d556a5dc3af636a419_1850","731f4f343d163482ebf56e977393a970_1625","ca0cc224996876d0826ad521ee7078ca_1311"
"group_2495","","Secreted 45 kDa protein","8","8","1","11","644","","","","1178","1178","1178","SPN_01335","c42d22b1a89013949a40735112065cff_353","1651352c2107c8e99d1e2755be326f79_1507","60840bfe9c73a8f6158b7bc25c0cbd81_1204","a0f7cc78741c7df6a041aa1969fd6ff0_1590","c456f1c0372d74d556a5dc3af636a419_940","731f4f343d163482ebf56e977393a970_1857","ca0cc224996876d0826ad521ee7078ca_1071"
"rplI","","50S ribosomal protein L9","8","8","1","11","405","","","","452","452","452","SPN_01347","c42d22b1a89013949a40735112065cff_365","1651352c2107c8e99d1e2755be326f79_1519","60840bfe9c73a8f6158b7bc25c0cbd81_1193","a0f7cc78741c7df6a041aa1969fd6ff0_1292","c456f1c0372d74d556a5dc3af636a419_950","731f4f343d163482ebf56e977393a970_1977","ca0cc224996876d0826ad521ee7078ca_1059"
"rpmGA","","50S ribosomal protein L33 1","8","8","1","11","320","","","","149","149","149","SPN_01412","c42d22b1a89013949a40735112065cff_430","1651352c2107c8e99d1e2755be326f79_1206","60840bfe9c73a8f6158b7bc25c0cbd81_738","a0f7cc78741c7df6a041aa1969fd6ff0_1887","c456f1c0372d74d556a5dc3af636a419_1239","731f4f343d163482ebf56e977393a970_1103","ca0cc224996876d0826ad521ee7078ca_1416"
"engB","","putative GTP-binding protein EngB","8","8","1","11","1262","","","","587","587","587","SPN_00371","c42d22b1a89013949a40735112065cff_1509","1651352c2107c8e99d1e2755be326f79_479","60840bfe9c73a8f6158b7bc25c0cbd81_1101","a0f7cc78741c7df6a041aa1969fd6ff0_1098","c456f1c0372d74d556a5dc3af636a419_1479","731f4f343d163482ebf56e977393a970_188","ca0cc224996876d0826ad521ee7078ca_790"
"mrp","","Iron-sulfur cluster carrier protein","8","8","1","11","2265","","","","329","329","329","SPN_01811","c42d22b1a89013949a40735112065cff_1795","1651352c2107c8e99d1e2755be326f79_2142","60840bfe9c73a8f6158b7bc25c0cbd81_1873","a0f7cc78741c7df6a041aa1969fd6ff0_1735","c456f1c0372d74d556a5dc3af636a419_907","731f4f343d163482ebf56e977393a970_1924","ca0cc224996876d0826ad521ee7078ca_1942"
"spxA_1","","Regulatory protein Spx","8","8","1","11","135","","","","398","398","398","SPN_01208","c42d22b1a89013949a40735112065cff_181","1651352c2107c8e99d1e2755be326f79_984","60840bfe9c73a8f6158b7bc25c0cbd81_292","a0f7cc78741c7df6a041aa1969fd6ff0_91","c456f1c0372d74d556a5dc3af636a419_1836","731f4f343d163482ebf56e977393a970_703","ca0cc224996876d0826ad521ee7078ca_237"
"rplR","","50S ribosomal protein L18","8","8","1","11","101","","","","356","356","356","SPN_01177","c42d22b1a89013949a40735112065cff_150","1651352c2107c8e99d1e2755be326f79_952","60840bfe9c73a8f6158b7bc25c0cbd81_261","a0f7cc78741c7df6a041aa1969fd6ff0_122","c456f1c0372d74d556a5dc3af636a419_1447","731f4f343d163482ebf56e977393a970_672","ca0cc224996876d0826ad521ee7078ca_206"
"xseB","","Exodeoxyribonuclease 7 small subunit","8","8","1","11","2760","","","","212","212","212","SPN_00661","c42d22b1a89013949a40735112065cff_1708","1651352c2107c8e99d1e2755be326f79_1062","60840bfe9c73a8f6158b7bc25c0cbd81_1955","a0f7cc78741c7df6a041aa1969fd6ff0_792","c456f1c0372d74d556a5dc3af636a419_537","731f4f343d163482ebf56e977393a970_1303","ca0cc224996876d0826ad521ee7078ca_1606"
"mntB","","Manganese transport system membrane protein MntB","8","8","1","11","2053","","","","848","848","848","SPN_00309","c42d22b1a89013949a40735112065cff_1927","1651352c2107c8e99d1e2755be326f79_1486","60840bfe9c73a8f6158b7bc25c0cbd81_409","a0f7cc78741c7df6a041aa1969fd6ff0_1037","c456f1c0372d74d556a5dc3af636a419_261","731f4f343d163482ebf56e977393a970_126","ca0cc224996876d0826ad521ee7078ca_631"
"ilvH","","Putative acetolactate synthase small subunit","8","8","1","11","3035","","","","476","476","476","SPN_00957","c42d22b1a89013949a40735112065cff_2075","1651352c2107c8e99d1e2755be326f79_451","60840bfe9c73a8f6158b7bc25c0cbd81_73","a0f7cc78741c7df6a041aa1969fd6ff0_339","c456f1c0372d74d556a5dc3af636a419_768","731f4f343d163482ebf56e977393a970_582","ca0cc224996876d0826ad521ee7078ca_11"
"ftsA","","Cell division protein FtsA","8","8","1","11","2035","","","","1373","1373","1373","SPN_00294","c42d22b1a89013949a40735112065cff_1911","1651352c2107c8e99d1e2755be326f79_135","60840bfe9c73a8f6158b7bc25c0cbd81_424","a0f7cc78741c7df6a041aa1969fd6ff0_1021","c456f1c0372d74d556a5dc3af636a419_246","731f4f343d163482ebf56e977393a970_109","ca0cc224996876d0826ad521ee7078ca_615"
"ecfT_2","","Energy-coupling factor transporter transmembrane protein EcfT","8","8","1","11","647","","","","794","794","794","SPN_01332","c42d22b1a89013949a40735112065cff_350","1651352c2107c8e99d1e2755be326f79_1504","60840bfe9c73a8f6158b7bc25c0cbd81_1207","a0f7cc78741c7df6a041aa1969fd6ff0_1587","c456f1c0372d74d556a5dc3af636a419_937","731f4f343d163482ebf56e977393a970_1860","ca0cc224996876d0826ad521ee7078ca_1074"
"tpiA","","Triosephosphate isomerase","8","8","1","11","1253","","","","758","758","758","SPN_00365","c42d22b1a89013949a40735112065cff_1515","1651352c2107c8e99d1e2755be326f79_473","60840bfe9c73a8f6158b7bc25c0cbd81_1095","a0f7cc78741c7df6a041aa1969fd6ff0_1092","c456f1c0372d74d556a5dc3af636a419_1473","731f4f343d163482ebf56e977393a970_182","ca0cc224996876d0826ad521ee7078ca_784"
"ribD_2","","Riboflavin biosynthesis protein RibD","8","8","1","11","441","","","","467","467","467","SPN_02075","c42d22b1a89013949a40735112065cff_964","1651352c2107c8e99d1e2755be326f79_351","60840bfe9c73a8f6158b7bc25c0cbd81_1616","a0f7cc78741c7df6a041aa1969fd6ff0_2080","c456f1c0372d74d556a5dc3af636a419_642","731f4f343d163482ebf56e977393a970_254","ca0cc224996876d0826ad521ee7078ca_904"
"group_2509","","hypothetical protein","8","8","1","11","131","","","","305","305","305","SPN_01204","c42d22b1a89013949a40735112065cff_177","1651352c2107c8e99d1e2755be326f79_980","60840bfe9c73a8f6158b7bc25c0cbd81_288","a0f7cc78741c7df6a041aa1969fd6ff0_95","c456f1c0372d74d556a5dc3af636a419_1840","731f4f343d163482ebf56e977393a970_699","ca0cc224996876d0826ad521ee7078ca_233"
"prs2","","Ribose-phosphate pyrophosphokinase 2","8","8","1","11","2288","","","","959","959","959","SPN_01886","c42d22b1a89013949a40735112065cff_1771","1651352c2107c8e99d1e2755be326f79_1987","60840bfe9c73a8f6158b7bc25c0cbd81_1679","a0f7cc78741c7df6a041aa1969fd6ff0_1241","c456f1c0372d74d556a5dc3af636a419_886","731f4f343d163482ebf56e977393a970_1903","ca0cc224996876d0826ad521ee7078ca_1835"
"rpsR","","30S ribosomal protein S18","8","8","1","11","2187","","","","239","239","239","SPN_00401","c42d22b1a89013949a40735112065cff_1481","1651352c2107c8e99d1e2755be326f79_577","60840bfe9c73a8f6158b7bc25c0cbd81_1131","a0f7cc78741c7df6a041aa1969fd6ff0_531","c456f1c0372d74d556a5dc3af636a419_1507","731f4f343d163482ebf56e977393a970_218","ca0cc224996876d0826ad521ee7078ca_818"
"rplM","","50S ribosomal protein L13","8","8","1","11","824","","","","446","446","446","SPN_01111","c42d22b1a89013949a40735112065cff_83","1651352c2107c8e99d1e2755be326f79_77","60840bfe9c73a8f6158b7bc25c0cbd81_191","a0f7cc78741c7df6a041aa1969fd6ff0_188","c456f1c0372d74d556a5dc3af636a419_1173","731f4f343d163482ebf56e977393a970_1746","ca0cc224996876d0826ad521ee7078ca_139"
"rplO","","50S ribosomal protein L15","8","8","1","11","98","","","","440","440","440","SPN_01174","c42d22b1a89013949a40735112065cff_147","1651352c2107c8e99d1e2755be326f79_949","60840bfe9c73a8f6158b7bc25c0cbd81_258","a0f7cc78741c7df6a041aa1969fd6ff0_125","c456f1c0372d74d556a5dc3af636a419_1444","731f4f343d163482ebf56e977393a970_669","ca0cc224996876d0826ad521ee7078ca_203"
"licA_1","","Lichenan-specific phosphotransferase enzyme IIA component","8","8","1","11","2802","","","","320","320","320","SPN_01153","c42d22b1a89013949a40735112065cff_126","1651352c2107c8e99d1e2755be326f79_125","60840bfe9c73a8f6158b7bc25c0cbd81_235","a0f7cc78741c7df6a041aa1969fd6ff0_146","c456f1c0372d74d556a5dc3af636a419_1422","731f4f343d163482ebf56e977393a970_1490","ca0cc224996876d0826ad521ee7078ca_182"
"rplP","","50S ribosomal protein L16","8","8","1","11","111","","","","413","413","413","SPN_01186","c42d22b1a89013949a40735112065cff_159","1651352c2107c8e99d1e2755be326f79_962","60840bfe9c73a8f6158b7bc25c0cbd81_270","a0f7cc78741c7df6a041aa1969fd6ff0_113","c456f1c0372d74d556a5dc3af636a419_1456","731f4f343d163482ebf56e977393a970_681","ca0cc224996876d0826ad521ee7078ca_215"
"rplW","","50S ribosomal protein L23","8","8","1","11","116","","","","296","296","296","SPN_01191","c42d22b1a89013949a40735112065cff_164","1651352c2107c8e99d1e2755be326f79_967","60840bfe9c73a8f6158b7bc25c0cbd81_275","a0f7cc78741c7df6a041aa1969fd6ff0_108","c456f1c0372d74d556a5dc3af636a419_1461","731f4f343d163482ebf56e977393a970_686","ca0cc224996876d0826ad521ee7078ca_220"
"fecE","","Fe(3+) dicitrate transport ATP-binding protein FecE","8","8","1","11","2054","","","","722","722","722","SPN_00310","c42d22b1a89013949a40735112065cff_1928","1651352c2107c8e99d1e2755be326f79_1485","60840bfe9c73a8f6158b7bc25c0cbd81_408","a0f7cc78741c7df6a041aa1969fd6ff0_1038","c456f1c0372d74d556a5dc3af636a419_262","731f4f343d163482ebf56e977393a970_127","ca0cc224996876d0826ad521ee7078ca_632"
"nanE","","Putative N-acetylmannosamine-6-phosphate 2-epimerase","8","8","1","11","2014","","","","698","698","698","SPN_00277","c42d22b1a89013949a40735112065cff_1894","1651352c2107c8e99d1e2755be326f79_154","60840bfe9c73a8f6158b7bc25c0cbd81_441","a0f7cc78741c7df6a041aa1969fd6ff0_1004","c456f1c0372d74d556a5dc3af636a419_229","731f4f343d163482ebf56e977393a970_92","ca0cc224996876d0826ad521ee7078ca_598"
"group_2519","","hypothetical protein","8","8","1","11","1813","","","","710","710","710","SPN_00149","c42d22b1a89013949a40735112065cff_1273","1651352c2107c8e99d1e2755be326f79_1350","60840bfe9c73a8f6158b7bc25c0cbd81_555","a0f7cc78741c7df6a041aa1969fd6ff0_885","c456f1c0372d74d556a5dc3af636a419_84","731f4f343d163482ebf56e977393a970_1201","ca0cc224996876d0826ad521ee7078ca_450"
"rsuA_2","","Ribosomal small subunit pseudouridine synthase A","8","8","1","11","1371","","","","725","725","725","SPN_00760","c42d22b1a89013949a40735112065cff_1971","1651352c2107c8e99d1e2755be326f79_729","60840bfe9c73a8f6158b7bc25c0cbd81_1553","a0f7cc78741c7df6a041aa1969fd6ff0_1676","c456f1c0372d74d556a5dc3af636a419_693","731f4f343d163482ebf56e977393a970_309","ca0cc224996876d0826ad521ee7078ca_962"
"rpiA","","Ribose-5-phosphate isomerase A","8","8","1","11","2111","","","","683","683","683","SPN_01951","c42d22b1a89013949a40735112065cff_1034","1651352c2107c8e99d1e2755be326f79_1916","60840bfe9c73a8f6158b7bc25c0cbd81_1906","a0f7cc78741c7df6a041aa1969fd6ff0_1273","c456f1c0372d74d556a5dc3af636a419_1044","731f4f343d163482ebf56e977393a970_460","ca0cc224996876d0826ad521ee7078ca_1978"
"rpsG","","30S ribosomal protein S7","8","8","1","11","747","","","","470","470","470","SPN_01133","c42d22b1a89013949a40735112065cff_105","1651352c2107c8e99d1e2755be326f79_99","60840bfe9c73a8f6158b7bc25c0cbd81_213","a0f7cc78741c7df6a041aa1969fd6ff0_166","c456f1c0372d74d556a5dc3af636a419_1716","731f4f343d163482ebf56e977393a970_1421","ca0cc224996876d0826ad521ee7078ca_161"
"psaA","","Manganese ABC transporter substrate-binding lipoprotein","8","8","1","11","2052","","","","929","929","929","SPN_00308","c42d22b1a89013949a40735112065cff_1926","1651352c2107c8e99d1e2755be326f79_1487","60840bfe9c73a8f6158b7bc25c0cbd81_410","a0f7cc78741c7df6a041aa1969fd6ff0_1036","c456f1c0372d74d556a5dc3af636a419_260","731f4f343d163482ebf56e977393a970_125","ca0cc224996876d0826ad521ee7078ca_630"
"group_2523","","hypothetical protein","8","8","1","11","645","","","","494","494","494","SPN_01334","c42d22b1a89013949a40735112065cff_352","1651352c2107c8e99d1e2755be326f79_1506","60840bfe9c73a8f6158b7bc25c0cbd81_1205","a0f7cc78741c7df6a041aa1969fd6ff0_1589","c456f1c0372d74d556a5dc3af636a419_939","731f4f343d163482ebf56e977393a970_1858","ca0cc224996876d0826ad521ee7078ca_1072"
"atpE","","ATP synthase subunit c","8","8","1","11","2218","","","","200","200","200","SPN_00429","c42d22b1a89013949a40735112065cff_791","1651352c2107c8e99d1e2755be326f79_2028","60840bfe9c73a8f6158b7bc25c0cbd81_1156","a0f7cc78741c7df6a041aa1969fd6ff0_559","c456f1c0372d74d556a5dc3af636a419_1988","731f4f343d163482ebf56e977393a970_2063","ca0cc224996876d0826ad521ee7078ca_2020"
"secG","","putative protein-export membrane protein SecG","8","8","1","11","3168","","","","233","233","233","SPN_01588","c42d22b1a89013949a40735112065cff_848","1651352c2107c8e99d1e2755be326f79_1167","60840bfe9c73a8f6158b7bc25c0cbd81_1426","a0f7cc78741c7df6a041aa1969fd6ff0_1129","c456f1c0372d74d556a5dc3af636a419_452","731f4f343d163482ebf56e977393a970_1521","ca0cc224996876d0826ad521ee7078ca_1357"
"glnR","","HTH-type transcriptional regulator GlnR","8","8","1","11","2979","","","","356","356","356","SPN_00916","c42d22b1a89013949a40735112065cff_521","1651352c2107c8e99d1e2755be326f79_414","60840bfe9c73a8f6158b7bc25c0cbd81_23","a0f7cc78741c7df6a041aa1969fd6ff0_379","c456f1c0372d74d556a5dc3af636a419_733","731f4f343d163482ebf56e977393a970_545","ca0cc224996876d0826ad521ee7078ca_1867"
"rpsU","","30S ribosomal protein S21","8","8","1","11","2464","","","","176","176","176","SPN_00506","c42d22b1a89013949a40735112065cff_681","1651352c2107c8e99d1e2755be326f79_2123","60840bfe9c73a8f6158b7bc25c0cbd81_789","a0f7cc78741c7df6a041aa1969fd6ff0_636","c456f1c0372d74d556a5dc3af636a419_1243","731f4f343d163482ebf56e977393a970_941","ca0cc224996876d0826ad521ee7078ca_1216"
"rluB","","Ribosomal large subunit pseudouridine synthase B","8","8","1","11","1762","","","","722","722","722","SPN_00102","c42d22b1a89013949a40735112065cff_1319","1651352c2107c8e99d1e2755be326f79_1626","60840bfe9c73a8f6158b7bc25c0cbd81_600","a0f7cc78741c7df6a041aa1969fd6ff0_838","c456f1c0372d74d556a5dc3af636a419_37","731f4f343d163482ebf56e977393a970_1248","ca0cc224996876d0826ad521ee7078ca_407"
"phoU_2","","Phosphate-specific transport system accessory protein PhoU ","8","8","1","11","2445","","","","653","653","653","SPN_00525","c42d22b1a89013949a40735112065cff_700","1651352c2107c8e99d1e2755be326f79_596","60840bfe9c73a8f6158b7bc25c0cbd81_808","a0f7cc78741c7df6a041aa1969fd6ff0_655","c456f1c0372d74d556a5dc3af636a419_1262","731f4f343d163482ebf56e977393a970_960","ca0cc224996876d0826ad521ee7078ca_1197"
"group_253","","hypothetical protein","8","8","1","11","1402","","","","452","530","492","SPN_00788","c42d22b1a89013949a40735112065cff_1943","1651352c2107c8e99d1e2755be326f79_758","60840bfe9c73a8f6158b7bc25c0cbd81_1581","a0f7cc78741c7df6a041aa1969fd6ff0_1648","c456f1c0372d74d556a5dc3af636a419_721","731f4f343d163482ebf56e977393a970_336","ca0cc224996876d0826ad521ee7078ca_990"
"spxA_2","","Regulatory protein Spx","8","8","1","11","2455","","","","401","401","401","SPN_00515","c42d22b1a89013949a40735112065cff_690","1651352c2107c8e99d1e2755be326f79_587","60840bfe9c73a8f6158b7bc25c0cbd81_798","a0f7cc78741c7df6a041aa1969fd6ff0_645","c456f1c0372d74d556a5dc3af636a419_1252","731f4f343d163482ebf56e977393a970_950","ca0cc224996876d0826ad521ee7078ca_1207"
